employee_name,user_id,email,role,projects,business_unit,functional_unit,department,team,supervisor
Mary Dawn Hodges,MDH2713,Mary.Dawn.Hodges@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,18 - ElectricalEngineering,Hammett Hamish Donaldson
Theodore Tobias Dominguez,TTD2873,Theodore.Tobias.Dominguez@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,8 - AssemblyDept,Demetria Sage Melendez
Whilemina Venus Carroll,WVC3623,Whilemina.Venus.Carroll@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,11 - Stockroom,Rafael Jeremy Sellers
Sopoline Mollie Greer,SMG1268,Sopoline.Mollie.Greer@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,7 - MechanicalEngineering,Akeem Timothy Manning
Violet Sopoline Jordan,VSJ2569,Violet.Sopoline.Jordan@dtaa.com,WebDeveloper,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,10 - WebSoftware,Brenna Nora Sears
Judith Naida Gallegos,JNG1998,Judith.Naida.Gallegos@dtaa.com,ComputerScientist,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,15 - SystemsEngineering,Reese Hoyt Beck
Taylor Zachary Maddox,TZM0716,Taylor.Zachary.Maddox@dtaa.com,Physicist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,1 - Lab,Jonathan Laith Casey
Rhoda Kai Walls,RKW1754,Rhoda.Kai.Walls@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,5 - BuildingSecurity,Rose Wilma Nieves
Mia Georgia Berger,MGB0326,Mia.Georgia.Berger@dtaa.com,AdministrativeAssistant,,1,6 - Manufacturing_Government,2 - ManufacturingEngineering,,Jane Sarah Barron
Sophia Scarlet Dunlap,SSD3197,Sophia.Scarlet.Dunlap@dtaa.com,Physicist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,5 - Lab,Geoffrey Rahim Griffin
Theodore Victor Campos,TVC2918,Theodore.Victor.Campos@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,4 - RegionalFieldService,Nolan Jerome Wagner
Rooney Micah Lara,RML2789,Rooney.Micah.Lara@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,7 - Stockroom,Stephen Tanek Kirkland
Edward Harding Vaughan,EHV1237,Edward.Harding.Vaughan@dtaa.com,SoftwareDeveloper,Project 13,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,6 - EmbeddedSoftware,Scarlet Genevieve Contreras
Lara Halla Hubbard,LHH2148,Lara.Halla.Hubbard@dtaa.com,TestEngineer,Project 45,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,16 - TestAndEvalualtion,Ifeoma Mechelle Nash
Pearl Jennifer Frederick,PJF2579,Pearl.Jennifer.Frederick@dtaa.com,ComputerProgrammer,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,10 - WebSoftware,Brenna Nora Sears
Todd Dolan Mcfarland,TDM2658,Todd.Dolan.Mcfarland@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,21 - TestAndEvalualtion,Dillon Josiah Roy
Merritt Coby Quinn,MCQ1546,Merritt.Coby.Quinn@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,3 - Stockroom,Brianna Ann Webster
Nevada Hadassah Yang,NHY0685,Nevada.Hadassah.Yang@dtaa.com,HardwareEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,5 - SystemsEngineering,Nigel Jakeem Mosley
Kyla Jenna Blake,KJB3654,Kyla.Jenna.Blake@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,Brynne Camille Whitfield
Amber Maxine Ellis,AME1490,Amber.Maxine.Ellis@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,3 - Stockroom,Cooper Ali Stuart
Benjamin Harper Byrd,BHB2598,Benjamin.Harper.Byrd@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,17 - MechanicalEngineering,Ashton Jerome Meyers
Allegra April Bates,AAB0398,Allegra.April.Bates@dtaa.com,AdministrativeAssistant,,1,9 - SalesAndMarketing_Government,,,Deborah Madaline Horton
Xaviera Astra Leblanc,XAL2816,Xaviera.Astra.Leblanc@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,8 - AssemblyDept,Kuame Alvin Henry
Kaye Natalie Kidd,KNK1428,Kaye.Natalie.Kidd@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,8 - ElectricalEngineering,Sarah Cleo Hubbard
Igor Gil Page,IGP1784,Igor.Gil.Page@dtaa.com,Mathematician,,1,2 - ResearchAndEngineering_Commercial,2 - Research,3 - Lab,Abel Cruz Wiley
Florence Tatiana Frost,FTF1665,Florence.Tatiana.Frost@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,Cheryl Brianna Aguirre
Whilemina Selma Bradford,WSB1368,Whilemina.Selma.Bradford@dtaa.com,SoftwareEngineer,Project 0,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,5 - DesktopSoftware,Zephania Chaim Terry
Rama Emma Mccray,REM0580,Rama.Emma.Mccray@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,6 - TestAndEvalualtion,Donna Renee Dejesus
Fuller Taylor Spears,FTS0246,Fuller.Taylor.Spears@dtaa.com,Manager,Project 95,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,1 - Publications,Jason Amery Franco
Wyatt Honorato Lawson,WHL3282,Wyatt.Honorato.Lawson@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,10 - AssemblyDept,Austin Joel Coleman
Edward Amal Munoz,EAM1432,Edward.Amal.Munoz@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,8 - ElectricalEngineering,Sarah Cleo Hubbard
Teagan Adena Baker,TAB3539,Teagan.Adena.Baker@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,25 - SystemsEngineering,Quail Wilma Long
Blair Aquila Lowe,BAL3618,Blair.Aquila.Lowe@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,11 - Stockroom,Rafael Jeremy Sellers
Galvin Mark Irwin,GMI1134,Galvin.Mark.Irwin@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,7 - MechanicalEngineering,Leo Alvin Chase
Dawn Flavia Melton,DFM2933,Dawn.Flavia.Melton@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,4 - RegionalFieldService,Nolan Jerome Wagner
Sean Zephania Golden,SZG0325,Sean.Zephania.Golden@dtaa.com,IndustrialEngineer,Project 27,1,6 - Manufacturing_Government,1 - IndustrialEngineering,,Tallulah Natalie Ramirez
Ronan Ferdinand Simmons,RFS1633,Ronan.Ferdinand.Simmons@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,2 - RegionalFieldService,Byron Elmo Buchanan
Cooper Wallace Hodge,CWH3487,Cooper.Wallace.Hodge@dtaa.com,NursePractitioner,,1,1 - Adminstration,4 - Safety,6 - Medical,Cathleen Illana Stanton
Graiden Rogan Moore,GRM1511,Graiden.Rogan.Moore@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,4 - AssemblyDept,Mark William Horne
Leo Reece Graves,LRG3408,Leo.Reece.Graves@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,John Rahim Reynolds
Odessa Quincy Leach,OQL3890,Odessa.Quincy.Leach@dtaa.com,Scientist,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,7 - Lab,Patrick Samuel Hutchinson
Noelani Hedy Moses,NHM1805,Noelani.Hedy.Moses@dtaa.com,ComputerProgrammer,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,8 - DesktopSoftware,Lucius Orlando Patton
Scarlet Genevieve Contreras,SGC1001,Scarlet.Genevieve.Contreras@dtaa.com,Manager,Project 32,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,6 - EmbeddedSoftware,Kaden Ezekiel Osborne
Devin Derek Gentry,DDG1822,Devin.Derek.Gentry@dtaa.com,WebDeveloper,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,9 - WebSoftware,Blair Hope Estes
Naida Stacey Webb,NSW0122,Naida.Stacey.Webb@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,5 - SystemsEngineering,Dora Aretha Macdonald
Barbara Kiayada Shaw,BKS2069,Barbara.Kiayada.Shaw@dtaa.com,SoftwareDeveloper,Project 64,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,9 - WebSoftware,Amery Rahim Chaney
Dean Lars Mejia,DLM2826,Dean.Lars.Mejia@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,7 - Stockroom,Britanney Ursa Shepard
Herrod Allen Riggs,HAR1101,Herrod.Allen.Riggs@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,6 - EmbeddedSoftware,Carl Alfonso Roman
Mary Camilla Stephens,MCS1078,Mary.Camilla.Stephens@dtaa.com,Scientist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,2 - Lab,Victoria Winter Barker
Elvis Ulric Vargas,EUV1842,Elvis.Ulric.Vargas@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,13 - ElectricalEngineering,Cole Nicolas Knight
Wendy Kaye Stanley,WKS3265,Wendy.Kaye.Stanley@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,9 - Stockroom,Quincy Guy Shannon
William Kieran Travis,WKT0099,William.Kieran.Travis@dtaa.com,TechnicalWriter,Project 43,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,1 - Publications,Sonia Francesca Leblanc
Allegra Shoshana Sosa,ASS0120,Allegra.Shoshana.Sosa@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,5 - SystemsEngineering,Dora Aretha Macdonald
Caleb Hiram Lindsey,CHL2644,Caleb.Hiram.Lindsey@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,21 - TestAndEvalualtion,Dillon Josiah Roy
Buffy Laurel Holloway,BLH3602,Buffy.Laurel.Holloway@dtaa.com,ComputerScientist,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,25 - SystemsEngineering,Todd Salvador Fisher
Brooke Yoko Carr,BYC3970,Brooke.Yoko.Carr@dtaa.com,StockroomClerk,Project 25,1,6 - Manufacturing_Government,3 - Assembly,13 - Stockroom,Colby Kibo Guzman
Jonah Hammett Hickman,JHH3462,Jonah.Hammett.Hickman@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,5 - RegionalFieldService,Hedy Kristen Mcfadden
Mercedes Josephine Ayala,MJA2380,Mercedes.Josephine.Ayala@dtaa.com,ChiefEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,19 - MaterialsEngineering,Ursa Melinda Bentley
Benjamin Nicolas Ryan,BNR3128,Benjamin.Nicolas.Ryan@dtaa.com,Mathematician,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,5 - Lab,Bethany Diana Jordan
Desirae Zelenia Graham,DZG0889,Desirae.Zelenia.Graham@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,2 - AssemblyDept,Mona Jolene Frye
Pascale Stephanie Dominguez,PSD1409,Pascale.Stephanie.Dominguez@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,7 - MechanicalEngineering,Ariana Zenia Avery
Mallory Stacy Horn,MSH2210,Mallory.Stacy.Horn@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,5 - Stockroom,Malachi Nicolas Ward
Rahim Tyrone Shannon,RTS2009,Rahim.Tyrone.Shannon@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,16 - TestAndEvalualtion,Elijah Valentine Fuentes
India Diana Browning,IDB1059,India.Diana.Browning@dtaa.com,ITAdmin,,1,1 - Adminstration,5 - Security,4 - ElectronicSecurity,Timon Duncan Harrison
Odette Jeanette Bryant,OJB1538,Odette.Jeanette.Bryant@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,3 - Stockroom,Brianna Ann Webster
Harrison Byron Dunn,HBD1371,Harrison.Byron.Dunn@dtaa.com,SoftwareDeveloper,Project 33,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,5 - DesktopSoftware,Zephania Chaim Terry
Ori Joelle Guerrero,OJG3395,Ori.Joelle.Guerrero@dtaa.com,Technician,Project 2,1,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,John Rahim Reynolds
Irene Whoopi Warner,IWW0699,Irene.Whoopi.Warner@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,6 - TestAndEvalualtion,Dana Christen Wilkins
Honorato Jason Rivers,HJR2127,Honorato.Jason.Rivers@dtaa.com,HardwareEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,15 - SystemsEngineering,Leo Travis Rojas
Bradley Xenos Graham,BXG1340,Bradley.Xenos.Graham@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,11 - TestAndEvalualtion,Hakeem Levi Mcgee
Kessie Lucy Gonzalez,KLG0439,Kessie.Lucy.Gonzalez@dtaa.com,Statistician,,1,10 - PurchasingAndContracts,2 - Pricing,,Halla Ursula Murphy
Emerald Kirestin Nolan,EKN3760,Emerald.Kirestin.Nolan@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,6 - RegionalFieldService,Patience Montana Horton
Raphael Dustin Barrera,RDB1645,Raphael.Dustin.Barrera@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,Cheryl Brianna Aguirre
Elvis Ryder Acosta,ERA0725,Elvis.Ryder.Acosta@dtaa.com,SoftwareQualityEngineer,Project 71,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,1 - SQA,Rose Angela Salas
Connor Nicolas Stanton,CNS2548,Connor.Nicolas.Stanton@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,21 - TestAndEvalualtion,Rebecca Stephanie Edwards
Curran Warren Terrell,CWT3747,Curran.Warren.Terrell@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,6 - RegionalFieldService,Patience Montana Horton
Tanya Jeanette Lindsay,TJL3603,Tanya.Jeanette.Lindsay@dtaa.com,ComputerScientist,Project 97,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,25 - SystemsEngineering,Todd Salvador Fisher
Josiah Harding Foreman,JHF1356,Josiah.Harding.Foreman@dtaa.com,Scientist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,2 - Lab,Kim Mollie Warren
Sage Ariel Slater,SAS1098,Sage.Ariel.Slater@dtaa.com,HardwareEngineer,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,6 - EmbeddedSoftware,Carl Alfonso Roman
Thomas Philip Mcpherson,TPM0234,Thomas.Philip.Mcpherson@dtaa.com,SoftwareEngineer,Project 17,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,2 - DesktopSoftware,Andrew Tobias Hoover
Raja Randall Diaz,RRD2697,Raja.Randall.Diaz@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,17 - MechanicalEngineering,Tyler Peter Grimes
John Carl Jensen,JCJ2572,John.Carl.Jensen@dtaa.com,SoftwareDeveloper,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,10 - WebSoftware,Brenna Nora Sears
Jana Vanna Church,JVC2443,Jana.Vanna.Church@dtaa.com,ITAdmin,,1,1 - Adminstration,5 - Security,8 - ElectronicSecurity,Madison Charissa Malone
Jordan Hedley English,JHE3080,Jordan.Hedley.English@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,22 - MechanicalEngineering,Quinn Madeline Prince
Solomon John Carney,SJC3900,Solomon.John.Carney@dtaa.com,Scientist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,7 - Lab,Gareth Dante Mccray
Shannon Rhiannon Patterson,SRP2080,Shannon.Rhiannon.Patterson@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,12 - MechanicalEngineering,George Guy Hayden
Rudyard Ralph Suarez,RRS2359,Rudyard.Ralph.Suarez@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,3 - RegionalFieldService,Rhea Lydia Stein
Emerson Phelan Wilkinson,EPW3971,Emerson.Phelan.Wilkinson@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,13 - Stockroom,Colby Kibo Guzman
Teagan Colleen Hartman,TCH2233,Teagan.Colleen.Hartman@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,6 - AssemblyDept,Drew Owen Coleman
Perry Kelly Booker,PKB2483,Perry.Kelly.Booker@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,17 - MechanicalEngineering,Imogene Charde Hicks
Rhea Shea Wise,RSW3232,Rhea.Shea.Wise@dtaa.com,ComputerScientist,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,24 - SystemsEngineering,Oliver Brock Howe
Chelsea Petra Church,CPC0724,Chelsea.Petra.Church@dtaa.com,SoftwareQualityEngineer,Project 16,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,1 - SQA,Rose Angela Salas
Brenden Colt Blackburn,BCB0521,Brenden.Colt.Blackburn@dtaa.com,TechnicalWriter,Project 48,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,1 - Publications,Sonia Francesca Leblanc
Austin Trevor Mendez,ATM1615,Austin.Trevor.Mendez@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,2 - RegionalFieldService,Byron Elmo Buchanan
Nicolas Julian Owens,NJO1460,Nicolas.Julian.Owens@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,10 - SystemsEngineering,Zenia Basia Whitley
Britanni Yetta Fry,BYF3784,Britanni.Yetta.Fry@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,6 - RegionalSales,Martina Nina Cain
Indigo Indira Warner,IIW0036,Indigo.Indira.Warner@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,1 - BuildingSecurity,Malachi Herrod Henson
Whoopi Maite Maxwell,WMM0873,Whoopi.Maite.Maxwell@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,1 - Stockroom,Bianca Rebecca Schultz
Denton Castor Wheeler,DCW1901,Denton.Castor.Wheeler@dtaa.com,Technician,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,16 - TestAndEvalualtion,Nicole Jennifer Rosario
Blaze Darius Bowen,BDB2163,Blaze.Darius.Bowen@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,5 - Stockroom,Sade Kendall Guthrie
Bert Dolan Pope,BDP0031,Bert.Dolan.Pope@dtaa.com,Nurse,,1,1 - Adminstration,4 - Safety,1 - Medical,James Linus Arnold
Jena Dominique Herman,JDH1550,Jena.Dominique.Herman@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,3 - Stockroom,Brianna Ann Webster
Ryder Connor Bauer,RCB0302,Ryder.Connor.Bauer@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,1 - Stockroom,Hammett Zeus Hodge
Aiko Bianca Manning,ABM3772,Aiko.Bianca.Manning@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,6 - RegionalSales,Martina Nina Cain
Anthony Bevis Murphy,ABM3687,Anthony.Bevis.Murphy@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,12 - AssemblyDept,Melissa Laura Cardenas
Wilma Mallory Rose,WMR2723,Wilma.Mallory.Rose@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,18 - ElectricalEngineering,Hammett Hamish Donaldson
Brady Nicolas Wong,BNW3985,Brady.Nicolas.Wong@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,14 - AssemblyDept,Hillary Zenaida Adkins
Medge Stacey Thompson,MST2486,Medge.Stacey.Thompson@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,17 - MechanicalEngineering,Imogene Charde Hicks
Jolie Cara Hayes,JCH1952,Jolie.Cara.Hayes@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,12 - MechanicalEngineering,Lisandra Inez Myers
Yolanda Iona Phelps,YIP1802,Yolanda.Iona.Phelps@dtaa.com,SoftwareEngineer,Project 44,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,8 - DesktopSoftware,Lucius Orlando Patton
Nicole Sacha Mcintosh,NSM1464,Nicole.Sacha.Mcintosh@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,11 - TestAndEvalualtion,Naida Shellie Barlow
Kameko May Wallace,KMW0259,Kameko.May.Wallace@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,2 - MechanicalEngineering,Vaughan Dustin Bender
Jamalia Tamara Joyner,JTJ3700,Jamalia.Tamara.Joyner@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,12 - AssemblyDept,Melissa Laura Cardenas
Patrick Clarke Bryan,PCB1603,Patrick.Clarke.Bryan@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,2 - RegionalSales,Troy Hayes Massey
Thomas Colby Bates,TCB0550,Thomas.Colby.Bates@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,3 - ElectricalEngineering,Fredericka Kessie Stein
Alec Stone Summers,ASS2760,Alec.Stone.Summers@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,21 - TestAndEvalualtion,Catherine Madonna Owen
Zane Hilel Burris,ZHB1392,Zane.Hilel.Burris@dtaa.com,WebDeveloper,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,7 - WebSoftware,Xena Ayanna Robbins
Idona Fredericka Castillo,IFC0958,Idona.Fredericka.Castillo@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,1 - RegionalSales,Whoopi Laurel Guy
Mia Lysandra Walls,MLW2240,Mia.Lysandra.Walls@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,6 - AssemblyDept,Drew Owen Coleman
Jayme Camille Bryant,JCB3054,Jayme.Camille.Bryant@dtaa.com,ITAdmin,,1,1 - Adminstration,5 - Security,10 - ElectronicSecurity,Lois Rhonda Snow
Garth Wayne Ware,GWW3788,Garth.Wayne.Ware@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,6 - RegionalSales,Martina Nina Cain
Thomas Robert Houston,TRH1083,Thomas.Robert.Houston@dtaa.com,ComputerScientist,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,5 - DesktopSoftware,Odette Aileen Slater
Aristotle Charles Hull,ACH0008,Aristotle.Charles.Hull@dtaa.com,VicePresident,Project 5,1,6 - Manufacturing_Government,,,Lydia Serena Lucas
Cooper Caleb Cohen,CCC0491,Cooper.Caleb.Cohen@dtaa.com,ComputerProgrammer,Project 2,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,2 - DesktopSoftware,Yolanda Briar Joyner
Jameson Omar Carson,JOC3621,Jameson.Omar.Carson@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,11 - Stockroom,Rafael Jeremy Sellers
Violet Carla Hickman,VCH3696,Violet.Carla.Hickman@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,12 - AssemblyDept,Melissa Laura Cardenas
Imani Montana Snow,IMS0862,Imani.Montana.Snow@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,2 - AssemblyDept,August Kasimir Solis
Quinlan Rudyard James,QRJ0691,Quinlan.Rudyard.James@dtaa.com,ComputerScientist,Project 82,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,5 - SystemsEngineering,Nigel Jakeem Mosley
Roth Leo Reed,RLR0365,Roth.Leo.Reed@dtaa.com,Economist,,1,7 - Finance,3 - FinancialPlanning,,Xerxes Bell Hancock
Edward Macaulay Cook,EMC3609,Edward.Macaulay.Cook@dtaa.com,SystemsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,25 - SystemsEngineering,Todd Salvador Fisher
Hashim Jermaine Boyle,HJB0220,Hashim.Jermaine.Boyle@dtaa.com,Mathematician,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,1 - Lab,Jonathan Laith Casey
Malik Emerson Whitfield,MEW1406,Malik.Emerson.Whitfield@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,7 - MechanicalEngineering,Ariana Zenia Avery
Yuli Quincy Barker,YQB2309,Yuli.Quincy.Barker@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,3 - RegionalFieldService,Eric Macaulay Sanchez
Kane Basil Humphrey,KBH3913,Kane.Basil.Humphrey@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,13 - Stockroom,Winter Adele Hahn
Devin Quincy Sanders,DQS0752,Devin.Quincy.Sanders@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,3 - EmbeddedSoftware,Grant Lamar Fulton
Colt Shad Powers,CSP3434,Colt.Shad.Powers@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,5 - RegionalSales,Charles Ulric Lynn
Leo Travis Rojas,LTR1729,Leo.Travis.Rojas@dtaa.com,ChiefEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,15 - SystemsEngineering,Jason Amery Franco
Alfonso Nasim Obrien,ANO2653,Alfonso.Nasim.Obrien@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,21 - TestAndEvalualtion,Dillon Josiah Roy
